timestamp,detection_id,src_ip,dst_ip,dst_port,protocol,packet_size,ml_prediction,flow_prediction,final_classification,confidence,severity,detection_method,verified_label,verified_by,verification_timestamp,verification_reasoning,notes
2026-05-03T21:50:42.838887,c7439ca410c9,172.30.88.247,144.208.125.220,443,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:40.822616,ddaafa4b539f,172.30.88.247,144.208.125.220,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:38.222657,e99a367bf764,144.208.125.220,172.30.88.247,56864,TCP,54,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:35.875439,e3d9014f4685,144.208.125.220,172.30.88.247,56928,TCP,54,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:35.095436,5ddb979606f7,172.30.88.247,144.208.125.220,25,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:32.549121,29c9912d490d,172.30.88.247,144.208.125.220,443,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:32.531142,ff19298d320a,144.208.125.220,172.30.88.247,59672,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:32.522737,b13cbc419912,144.208.125.220,172.30.88.247,59688,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:32.123580,7107a0ac3749,172.30.88.247,144.208.125.220,80,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:30.494350,d401f3267ead,144.208.125.220,172.30.88.247,56944,TCP,54,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:29.645916,fc9504723067,172.30.88.247,144.208.125.220,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:29.210842,82d7b85d2723,172.30.88.247,144.208.125.220,80,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:28.794691,7161ccd70c28,144.208.125.220,172.30.88.247,0,ICMP,289,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:27.920942,f981e01d13d4,144.208.125.220,172.30.88.247,56894,TCP,1514,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:27.768157,0863bcd3fe2e,172.30.88.247,144.208.125.220,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:27.761203,e0c599ef8f54,172.30.88.247,144.208.125.220,443,TCP,90,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:27.736072,7b5587997697,144.208.125.220,172.30.88.247,56864,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:25.654916,36783d94184f,172.30.88.247,144.208.125.220,80,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:25.553918,05f362fd3ee9,172.30.88.247,144.208.125.220,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:24.985001,fb0fb790f33f,172.30.88.247,144.208.125.220,21,TCP,74,BRUTE_FORCE,BRUTE_FORCE,BRUTE_FORCE,0.88,HIGH,hybrid,,,,,
2026-05-03T21:50:24.353805,b085be5f64a0,144.208.125.2,172.30.88.247,45240,TCP,1514,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:23.962898,122da9d47f6a,172.30.88.247,144.208.125.220,443,TCP,306,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:23.909024,5bb100d020de,172.30.88.247,172.66.165.7,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:23.878591,ae96be0063d9,172.30.88.247,104.20.19.39,443,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:23.814357,cfc4e1a0160f,144.208.125.220,172.30.88.247,39752,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:23.226943,9036097193ca,144.208.125.220,172.30.88.247,39734,TCP,387,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:23.159440,ac2d7ed613bd,104.20.19.39,172.30.88.247,38994,TCP,5858,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:22.864198,c28c668f1bda,172.30.88.247,144.208.125.220,80,TCP,78,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:22.812257,3d849ccc6ba0,144.208.125.220,172.30.88.247,56894,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:22.786129,19def098c869,144.208.125.220,172.30.88.247,56928,TCP,11650,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:22.757128,5fd880b59096,144.208.125.220,172.30.88.247,42198,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:22.526946,03c766974bf3,172.30.88.247,144.208.125.220,80,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:22.524094,2296afba3331,144.208.125.220,172.30.88.247,56878,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:22.497391,48d883e12cd2,144.208.125.220,172.30.88.247,56912,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:22.462021,8ac8a97fbc78,144.208.125.220,172.30.88.247,56892,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:22.454877,5b0fb2cfc5a4,144.208.125.220,172.30.88.247,56866,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.867952,fc3e928528ab,172.30.88.247,144.208.125.220,80,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:21.815589,dc51c8c3112e,172.30.88.247,144.208.125.220,443,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:21.786761,aa96f6cad19b,144.208.125.220,172.30.88.247,47898,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.747390,3b03e8554159,144.208.125.220,172.30.88.247,47936,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.570240,15a906426151,144.208.125.220,172.30.88.247,47868,TCP,8754,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:21.548929,4bf69cb980e0,144.208.125.220,172.30.88.247,47868,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.505512,c48b59a085c4,144.208.125.220,172.30.88.247,47862,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.317480,29161eb9de49,144.208.125.220,172.30.88.247,47896,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:21.133086,30f9bc906585,144.208.125.220,172.30.88.247,42124,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:20.882902,1ee90a085b4d,172.30.88.247,144.208.125.220,25,TCP,54,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:20.753182,b3a7bb071db6,172.30.88.247,144.208.125.220,80,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:20.652407,d844db331f38,104.20.19.39,172.30.88.247,38972,TCP,2962,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:20.401299,11279c47c541,144.208.125.220,172.30.88.247,42076,TCP,78,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:19.905721,c1644270d4c2,172.30.88.247,104.20.19.39,443,TCP,54,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:19.820518,8e79b89efc94,172.30.88.247,144.208.125.220,80,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:19.807195,e957320b22d2,144.208.125.220,172.30.88.247,42156,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:19.750325,062891f818ec,144.208.125.220,172.30.88.247,47848,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:19.448159,4bdd50f0fa45,144.208.125.220,172.30.88.247,42076,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:19.210616,e5ce5423afcb,172.30.88.247,144.208.125.220,143,TCP,78,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:18.766089,b2cfe70f5588,144.208.125.220,172.30.88.247,47874,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:18.315877,5865bfb86846,144.208.125.220,172.30.88.247,47838,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:18.298903,8aec9afc7f4d,144.208.125.220,172.30.88.247,42062,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:18.036094,e7ed6fc0c248,104.20.19.39,172.30.88.247,38972,TCP,1514,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:18.033457,833c878b0af4,144.208.125.220,172.30.88.247,46970,TCP,247,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.743518,f1bb927dbd01,172.30.88.247,144.208.125.220,443,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,,,,,
2026-05-03T21:50:17.721723,cbd93f8878a1,172.30.88.247,144.208.125.220,25,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:17.464395,8f41edcad6ae,144.208.125.220,172.30.88.247,47824,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.281418,948cc081b1e3,144.208.125.220,172.30.88.247,42086,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.260907,9d92a7c15b1e,144.208.125.220,172.30.88.247,41962,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.233265,7f66c9d56802,144.208.125.220,172.30.88.247,41976,TCP,78,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.217642,e0a70670a6be,144.208.125.220,172.30.88.247,47734,TCP,78,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.202574,34c9654a58a2,144.208.125.220,172.30.88.247,47782,TCP,74,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:17.166990,a472f68548b6,144.208.125.220,172.30.88.247,41998,TCP,78,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:17.025728,23b4d804e4f0,172.30.88.247,144.208.125.220,22,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:16.973403,169e43d910cb,172.30.88.247,144.208.125.220,80,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:16.644779,13302f9fbc3b,144.208.125.220,172.30.88.247,47770,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:16.581715,7e1f84e2e01d,144.208.125.220,172.30.88.247,41990,TCP,66,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:16.352060,c45b0177352f,144.208.125.220,172.30.88.247,41940,TCP,1514,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:16.330370,8edc5170b902,144.208.125.220,172.30.88.247,59684,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:16.318547,f9aeecfb9a6a,172.30.88.247,144.208.125.220,80,TCP,66,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,,,,,
2026-05-03T21:50:16.016182,7477583e1417,144.208.125.220,172.30.88.247,42024,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,,,,,
2026-05-03T21:50:16.000426,5cfa52c97160,172.30.88.247,144.208.125.220,80,TCP,74,DOS,DOS,DOS,0.9,CRITICAL,hybrid,NORMAL,genai,2026-05-03T21:56:54.818431,"A single 74-byte TCP flow does not meet the criteria for DOS (high volume from a single source, 30+ SYN packets). It appears to be a normal connection.",
2026-05-03T21:50:15.920446,1c28b56543da,144.208.125.220,172.30.88.247,47724,TCP,574,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.817047,"A single connection to one port does not constitute a PORT_SCAN based on the guideline (8+ unique ports). Aggregating related detections only shows 5 unique ports, which is not 8+.",
2026-05-03T21:50:15.751650,f2695eaea3d3,172.30.88.247,144.208.125.220,3306,TCP,74,BRUTE_FORCE,BRUTE_FORCE,BRUTE_FORCE,0.88,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.815746,A single 74-byte TCP flow does not meet the criteria for BRUTE_FORCE (many connections to the same service port). It appears to be a normal connection.,
2026-05-03T21:50:15.690668,aea9519bf159,144.208.125.220,172.30.88.247,41972,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.813510,"A single connection to one port does not constitute a PORT_SCAN based on the guideline (8+ unique ports). Aggregating related detections only shows 5 unique ports, which is not 8+.",
2026-05-03T21:50:15.686286,5d1d96a2c54e,144.208.125.220,172.30.88.247,49260,TCP,54,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,NORMAL,genai,2026-05-03T21:56:54.810972,A single 54-byte TCP flow does not meet the criteria for DDOS (massive packet volume from many sources). It appears to be a normal connection.,
2026-05-03T21:50:15.680242,1e85349f17f1,172.30.88.247,144.208.125.220,443,TCP,54,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,NORMAL,genai,2026-05-03T21:56:54.809197,A single 54-byte TCP flow does not meet the criteria for DDOS (massive packet volume from many sources). It appears to be a normal connection.,
2026-05-03T21:50:15.641168,e7b930e631ea,144.208.125.220,172.30.88.247,46970,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.806836,"A single connection to one port does not constitute a PORT_SCAN based on the guideline (8+ unique ports). Aggregating related detections only shows 5 unique ports, which is not 8+.",
2026-05-03T21:50:15.333180,907e9923f62c,144.208.125.220,172.30.88.247,47748,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.804310,"A single connection to one port does not constitute a PORT_SCAN based on the guideline (8+ unique ports). Aggregating related detections only shows 5 unique ports, which is not 8+.",
2026-05-03T21:50:15.022119,3d183da40e0f,144.208.125.220,172.30.88.247,41976,TCP,74,PORT_SCAN,PORT_SCAN,PORT_SCAN,0.92,HIGH,hybrid,NORMAL,genai,2026-05-03T21:56:54.802377,"A single connection to one port does not constitute a PORT_SCAN based on the guideline (8+ unique ports). Aggregating related detections only shows 5 unique ports, which is not 8+.",
2026-05-03T21:50:14.453541,5ed74f567cd2,172.30.88.247,144.208.125.220,443,TCP,54,DDOS,DDOS,DDOS,0.85,CRITICAL,hybrid,NORMAL,genai,2026-05-03T21:56:54.800690,A single 54-byte TCP flow does not meet the criteria for DDOS (massive packet volume from many sources). It appears to be a normal connection.,
